partyid	lifetime_party_revenue
71608653	1.95
85876867	1.95
81149081	-37.85
71656120	38.75
51808057	2.95
75299445	1.95
51085979	37.9
50069676	2.95
76423915	1.95
39587484	2.95
28579930	4.95
20514378	1.95
43459992	6.9
64680237	1.95
82895814	41.75
31073622	4.95
88867554	1.95
48375551	3.95
25932409	4.95
48400719	2.95
53713264	6.9
73578541	1.95
45902459	2.95
63942931	70.8
47588364	1.95
79246010	1.95
67671230	41.75
76902964	1.95
40300302	37.9
30131066	4.95
77648386	2.95
44506004	3.95
76966888	1.95
48011099	2.95
41345229	177.7
61293774	40.75
48748939	3.95
86371404	1.95
7862037	179.7
62345273	1.95
27612651	4.95
35694883	4.95
85216535	81.55
31933344	4.95
61282253	39.85
81040855	1.95
44637507	2.95
38035002	14.95
77685318	1.95
68454914	2.95
59157830	95.4
51286141	2.95
77722086	1.95
63781935	1.95
77262705	200.95
41574505	37.9
65012863	247.6
39593982	2.95
47755929	3.95
36906016	77.8
29767948	4.95
26085400	4.95
27362943	39.9
72056957	1.95
86946257	1.95
86599624	2.95
48584873	10.71
78745079	81.55
55754166	253.55
73934477	4.75
76828995	95.4
86099240	1
25402848	4.95
26963150	39.9
35117526	8.33
29617356	39.9
32636313	7.9
33475910	4.95
46624835	2.95
63881446	1.95
45332404	6.9
66843112	1.95
68759635	81.55
48870133	2.95
77447446	1.95
36624081	3.95
54474160	2.95
32064220	39.9
55794272	2.95
36658611	4.95
56862526	1.95
58124140	1.95
33811217	4.95
57723965	106.8
81266483	1.95
24774170	387.4
68930378	2.95
51851154	41.75
38902191	37.9
81711981	2.95
40858011	2.95
41095229	37.9
18260620	2.95
38453881	563.15
40965675	52.85
36089306	1.95
43511522	3.95
53394156	253.55
40280587	3.95
37786234	2.95
63241798	2.95
43368045	2.95
28433126	4.95
31535408	6.08
71905624	1.95
33886438	39.9
54173984	3.95
70102184	1.95
83826288	2.95
64908409	0.95
70615928	1.95
41310278	3.95
30072220	424.35
52768463	2.95
56560566	3.95
47491202	2.95
82503556	2.95
41887823	2.95
66471849	2.95
39879354	3.95
21227181	4.95
46006115	72.85
44835119	2.95
50490627	7.25
49201314	2.95
67896577	3.9
39945440	3.95
72518780	25.9
61378215	81.55
81965246	1
43598521	37.9
66309344	1.95
39935375	74.39
48928316	2.95
32187739	36.9
52064807	7.9
71590557	1.95
86193839	81.55
66832439	1.95
52620834	38.75
24201609	158.6
54592080	37.9
50682266	37.9
48729005	240.75
33847312	4.95
31708697	4.95
80807764	42.75
80628613	41.75
33247657	4.95
18335820	109.8
28488173	74.85
24471328	4.95
14804211	39.9
52094502	6.9
58470917	1.95
43914954	3.95
61399989	1.95
60328547	1
61573632	1.95
74518930	103.45
36388697	2.95
69084582	2.95
87846630	2.95
23546413	35.95
79849920	1.95
39442446	37.9
17806597	4.95
56158492	2.95
67644527	81.55
42038993	2.95
40669446	142.75
57295088	1
25094514	4.95
77158887	1.95
57583960	38.9
26900025	39.9
80237608	1.95
45264618	37.9
54495688	1.95
39894509	3.95
53268978	111.75
24244580	43.15
36879568	38.9
61054483	1.95
70806782	13.9
63343944	2.95
29866812	4.95
49519786	38.9
82285399	1.95
77007563	1.95
62088779	41.75
33469888	6.08
27380769	4.95
38202214	2.95
68806033	161.15
18951572	4.95
60385077	1.95
73673941	4.9
85438478	1.95
81530920	74.55
15539415	79.8
46557712	6.33
82072407	1.95
54662547	41.75
34543816	49.58
66428814	1.95
20966268	4.95
55050141	2.95
80619233	1.95
21757356	76.65
38585617	142.75
43705052	3.95
50142482	37.9
24933162	39.9
69627443	1.95
35205636	2.95
78037418	1.95
46462761	3.95
57381102	7.8
32027619	39.9
22086392	4.95
62799946	81.55
65228921	37.9
25076656	4.95
48545530	2.95
71837899	1.95
25733660	7.9
29852055	39.9
73729414	2.95
62060129	1.95
52457307	23.9
32015921	81.84
46932053	2.95
21958095	39.9
78126898	1.95
42014411	37.9
80276762	41.75
25068501	4.95
23477955	4.95
59260930	4.9
60108641	1.95
49817203	38.9
64614696	2.95
80088600	41.75
31577414	284.55
12594817	39.9
35697841	9.9
38049394	5.08
16327634	319.5
28711716	148.7
69860265	2.95
46365853	177.7
42194191	2.95
82558604	2.95
31752432	4.95
56041152	49.8
45976895	3.95
80226218	2.95
37470281	253.55
63338419	38.75
44822976	3.95
1479590	3.95
56464320	37.9
26958418	19.9
49951604	458.3
26305518	9.46
60876907	1.95
33925170	2.95
82260387	1.95
66312557	0.95
47829919	143.75
59403899	1.95
23045848	4.95
39527016	38.9
75297164	1.95
24950698	319.5
55480191	95.4
49939014	38.9
19239413	39.9
29529239	4.95
57190137	1.95
81680966	1.95
40666072	3.95
77408073	41.75
69887362	41.75
16088315	234.6
45620526	3.95
26582089	4.95
53428284	37.9
87842738	1.95
50942158	37.9
69773392	1.95
44264671	2.95
25102797	4.95
68180718	1.95
61455203	3.95
45064753	2.95
31567616	4.95
48830973	3.95
41990379	2.95
72054576	1.95
49936514	2.95
24055856	4.95
39349234	2.95
58279562	1.95
63751218	1.95
31844223	4.95
45700062	2.95
40913912	2.95
58437528	1.95
40855168	72.85
45197558	2.95
39053437	2.95
19096799	1.95
55169278	2.95
45705989	2.95
66904738	41.75
70373674	1.95
63698684	3.9
42254471	107.8
56946831	74.55
83171979	1.95
56770699	1.95
79164597	2.95
54198604	40.23
27430422	2.95
42623883	2.95
76274458	1.95
32862735	4.95
77355246	1.95
84308405	38.75
56200229	2.95
81160651	1.95
24602217	74.85
43527986	37.9
42750653	2.95
35606987	4.95
66254243	0.95
47118893	2.95
64944158	40.55
21553036	181.95
80453569	1.95
68316234	38.75
65779042	41.75
39487104	3.95
33699688	74.85
17160518	4.95
46865033	177.7
63529160	2.95
37244713	95.4
38171522	3.95
59299565	1.95
31230771	6.9
36374720	3.95
69337942	2.95
78186420	2.95
63058278	1.95
19212992	74.85
88998282	1.95
87386894	1.95
69701201	41.75
62304210	1.95
20569872	1.95
23640258	109.8
66636790	41.75
68898507	1.95
80945324	161.15
67957749	1.95
28490197	39.9
56344500	38.9
86895670	1.95
25771541	4.95
66657230	1.95
38947867	1
25498261	4.95
71807753	1.95
55178494	143.75
39912973	2.95
78443465	1.95
33948195	4.95
83350308	1.95
70105352	1.95
57962966	1.95
37922247	3.95
79803611	1.95
65556300	80.55
82387016	1.95
25933393	4.95
76934987	1.95
79525497	40.8
77460349	1.95
45145488	142.75
44986668	2.95
54311368	143.75
20795308	1
49523941	2.95
73526681	47.85
57342075	1.95
80321084	2.95
69843564	1.95
61900556	72.85
83366488	1.95
46391612	2.95
83485938	41.75
29524141	4.95
35118790	73.85
34737223	214.65
39787988	37.9
42655870	2.95
31922043	4.95
47502344	107.8
32628035	5.92
42951636	2.95
46089939	3.95
63236157	1.95
60333927	1.95
48320887	2.95
39064220	2.95
58690902	3.95
84529492	1.95
31001350	7.95
72700014	1.95
28916981	74.85
19063433	69.9
44823560	37.9
53611897	38.9
39711030	4.2
74494548	81.55
51907088	107.8
55400234	37.9
64148996	36.9
75708059	146.15
17442779	81.55
44018968	53.35
21188971	79.5
39310531	2.95
83923526	1.95
3117248	4.95
31538827	4.95
67741481	1.95
78429659	41.75
48465660	37.9
70838529	320.35
60227638	1.95
53038484	2.95
69134192	43.7
69682965	1.95
59892748	3.95
30037777	4.95
25625919	4.95
25920547	3.95
45537565	247.6
13338339	34.95
41802240	37.9
61887591	1.95
75804050	1.95
58042482	41.75
77505912	41.75
76038843	2.95
31153082	9.1
31332696	39.9
22327616	4.95
75125951	41.75
24305437	4.95
90349857	1.95
33560540	193
45515010	2.95
67857792	41.75
34543659	4.95
88952685	2.95
56871264	2.95
41906420	38.9
58886011	1.95
85172417	36.9
57992962	1.95
79310791	41.75
77057132	38.75
71313960	1.95
59688694	0
58958591	1.95
42361120	1.95
42480420	37.9
83590707	1.95
60560370	1.95
78212098	1.95
43077963	3.95
79174493	1.95
69815055	1.95
48736091	2.95
40559373	2.95
83372627	1.95
24523522	3.95
60393670	1.95
58532648	3.95
47237964	3.95
87576936	2.95
43759737	2.95
33247105	4.95
54393973	5.9
28086200	4.95
40120187	2.95
35037927	2.95
77786906	1.95
32477816	39.9
71679541	38.75
54921213	2.95
39797885	2.95
42338778	2.95
45823975	107.8
24471740	4.95
29055470	39.9
36802797	3.95
43110733	2.95
44132893	2.95
88885535	42.75
69820924	14.95
79701160	2.95
32070490	4.95
74436304	1.95
54337811	3.95
37268029	3.95
37406580	3.95
10048878	2.95
55710048	2.95
80987774	1.95
67196742	1.95
43627981	2.95
83495621	2.95
43023138	3.95
83976595	1.95
76461741	1.95
16129558	604.05
76056185	41.75
26389137	7.9
12718613	3.95
64819439	41.75
30835403	4.95
69426317	38.75
36384062	3.95
87908010	1.95
82361668	2.95
75127703	38.75
50002338	2.95
22697826	4.95
17407856	9.95
77221286	1.95
75899003	2.95
59586778	41.75
66062847	11.9
32005983	109.8
23236440	4.95
12091441	1.95
76687702	2.95
83619971	1.95
71014747	1.95
32842301	4.95
35154668	4.95
88126340	2.95
70109638	2.95
40067909	3.95
69028575	1.95
83923618	1.95
68832144	1.95
54224746	24.9
48639846	3.95
82547309	1.95
56996253	72.85
42392088	2.95
55078946	2.95
83388054	81.55
56217445	2.95
46372049	3.95
43694908	2.95
83719208	41.75
27506765	4.95
34013996	4.95
28444069	4.95
34823244	12.84
34516136	4.95
73751036	2.95
38709853	1.95
56848248	2.95
61314809	1.95
33234940	40.87
32450210	2.95
42998364	2.95
39795394	2.95
52797151	2.95
59915149	3.95
34470258	4.95
60434003	1.95
86622493	24.9
31187530	3.95
18291611	109.8
82722212	1.95
55461620	3.95
76569749	41.75
12752393	9.95
23056492	10.59
62143473	41.75
84488335	41.75
31849412	6.08
43097461	2.95
83417468	1.95
39326933	2.95
28078268	214.65
89497751	1.95
50997136	2.95
71955509	1.95
69874380	1.95
13984962	103.74
25917485	4.95
82943443	1.95
40689699	2.95
79104763	38.75
85526409	41.75
50823503	2.95
49698541	2.95
71582526	81.55
40683314	37.9
89168877	1.95
29207903	4.95
65887772	1
40406559	2.95
41120903	2.95
73714406	1.95
85692877	1.95
47609542	37.9
40388886	142.75
53073864	2.95
66487419	74.55
80761030	1.95
14328102	2.95
80438673	1.95
38811075	107.8
55907089	2.95
37276281	38.9
68343025	360.15
71640827	1.95
55411960	37.9
67957417	38.75
54137450	2.95
80115784	2.95
43222780	37.9
81398986	1.95
61397333	7.95
82550352	1.95
82654635	2.95
53477985	3.95
53194539	107.8
41312591	2.95
72913752	38.75
16348957	3.95
72219614	41.75
72894416	74.55
26470831	74.85
28621785	24.12
74513181	1.95
27601361	4.95
35682285	319.5
83363203	41.75
22566169	4.95
38840289	14.22
51822327	2.95
51231525	95.4
85039714	1.95
48475904	2.95
79550762	1.95
32043775	4.95
52024167	37.9
31851296	9.9
28177460	41.03
14298541	4.95
10578767	95.4
52612609	2.95
69146554	1.95
38087879	3.95
58283967	1.95
59780508	108.8
42160436	2.95
29435988	39.9
33067287	109.8
68265824	1.95
32278151	4.95
25798060	4.95
57225312	3.95
46962830	37.9
35982997	3.95
28646131	74.85
76965664	81.55
29006724	190.8
18733960	144.75
79291390	1.95
75428423	1.95
74394941	1.95
77226744	1.95
67959650	2.95
48681990	3.95
44924211	3.95
67850583	2.95
28103536	4.95
65101907	0.95
55076826	107.8
40421785	2.95
54042680	3.95
68583478	74.55
62325662	95.4
42723491	2.95
72362489	1.95
68519231	1.95
23408317	354.45
43217631	107.8
47865451	3.95
27421593	95.4
44664324	1
70114170	139.65
35951930	3.95
52255732	73.85
49921671	2.95
72611543	2.95
35517793	4.95
35805048	4.95
69686303	1.95
60515877	3.95
25147407	2.95
48973282	37.9
69314434	41.75
51846954	2.95
51704960	2.95
38289112	8.9
67023257	1.95
52079409	2.95
77472693	1.95
46248690	107.8
68008418	1.95
42576911	108.8
21631355	39.9
45948923	2.95
29548590	4.95
57173997	2.95
41919169	2.95
28631018	39.9
84523398	2.95
60299129	1.95
72943013	95.4
52341969	2.95
43230630	2.95
47428089	2.95
66740542	2.95
79264549	2.95
18813068	1.95
48736282	38.9
36228541	3.95
67619305	1.95
28997081	4.95
63482683	11.9
27536926	4.95
84552061	41.75
28779328	4.95
81238818	110.35
42081215	2.95
29778930	47.34
32742005	4.95
41823376	44.37
40649631	2.95
19088193	39.9
42800759	2.95
67199416	2.95
65962599	2.95
35276276	4.95
39100663	2.95
71962284	1.95
28709277	4.95
29247155	4.95
37018815	38.9
50335036	142.75
37917618	4.95
65411214	74.55
37661175	3.95
21037716	249.6
29910227	4.95
44398402	2.95
42965918	72.85
30868037	74.85
49040223	2.95
32300359	4.95
75298575	1.95
45240226	107.8
49101219	3.95
74155726	74.55
73465186	1.95
68463760	43.08
46092611	2.95
62711624	161.15
45143469	37.9
61602677	41.75
43129762	2.95
44179869	3.95
49887134	38.9
58326270	1.95
27860603	249.6
49795422	2.95
54501600	2.95
10230841	2.95
56840545	106.8
33773737	214.65
54532164	2.95
59639965	1.95
40500306	37.9
35668680	4.95
37189268	38.9
45007026	3.95
59561568	41.75
62088628	2.95
26338829	4.95
75075253	2.95
77932345	38.75
66098261	0.5
63265107	71.85
22181546	4.95
54464126	3.95
59851449	11.9
48960106	2.95
46438205	2.95
51303644	37.9
33832184	4.95
35236448	4.95
45847642	177.7
66177745	1.95
44617185	107.8
41427760	3.95
72245160	7.75
24769847	4.95
53712264	3.95
85728218	1.95
83159694	11.9
68162550	1.95
13900597	4.95
68748482	1.95
44031945	2.95
71626472	1.95
38319594	2.95
49997016	2.95
84967856	1.95
68045830	1.95
62179230	1.95
38333109	41.75
74892992	1.95
68834751	1.95
40194004	72.85
60085366	1.95
78304795	1.95
83376429	38.75
26583817	179.7
33542251	39.9
25929763	4.95
62363848	289.35
55083231	2.95
38733382	72.85
52459400	2.95
78880572	1.95
77596724	1.95
70490513	1.95
61584332	1.95
37520541	3.95
66157705	0.95
35963990	3.95
89357316	1.95
25951080	249.6
44791374	37.9
52363435	2.95
25362909	4.95
66341819	0.95
47505368	3.95
45827640	37.9
27507703	4.95
47301579	2.95
43831826	72.85
75500803	1.95
31730720	39.06
60415412	1.95
77233943	1.95
40851713	5.9
75392099	121.35
73614902	3.75
72804400	1.95
59967384	121.35
58485071	3.95
37577955	3.95
81016479	1.95
43272350	2.95
39922844	212.65
43381349	2.95
84494594	1.95
77691777	1.95
52614389	107.8
67884962	1.95
65885502	1.95
55936224	7.95
57983068	3.95
24315661	4.95
52248838	2.95
88669463	1.95
33596378	143.75
61653639	121.35
38442533	2.95
35508906	4.95
28865192	39.9
34210936	4.95
43691664	2.95
39458455	49.9
44977375	2.95
41424669	2.95
68106276	1.95
34106467	4.95
84752869	2.95
19855786	79.8
55489816	72.85
21444369	4.95
59165546	40.9
23361935	4.95
30155340	81.61
41734816	3.95
46490258	3.95
57068921	1
53304854	2.95
13722842	148.37
27683791	39.9
77012861	81.55
73322663	2.95
73575701	47.85
66783197	1.95
34666147	74.85
83111616	110.35
65444880	1.95
62259425	1.95
38805460	53.85
56932150	1.95
50294181	72.85
31155126	2.95
43806213	107.8
19471476	4.95
50388438	37.9
34630359	4.95
44392117	37.9
53469936	2.95
27698307	4.95
74952664	1.95
68375340	40.7
67164742	474.5
26844571	4.95
58685462	2.95
34881175	2.95
45853084	317.5
85761413	1.95
60074505	73.85
45468658	3.95
32991593	2.95
63043490	1.95
47964619	6.9
60590600	1.95
79672431	38.75
63182942	2.95
58312492	1.95
39883499	2.95
79675736	1.95
89204388	2.95
32560070	4.95
59039278	3.95
59562942	41.75
57609169	1.95
15196305	319.5
25020402	4.95
71857866	38.75
82709282	41.75
51464409	2.95
39414696	3.95
53728211	95.4
20995854	80.96
73006685	2.95
56995054	1.95
84334311	1.95
58963514	1.95
29457595	74.85
61315883	1.95
80300066	1.95
83641367	1.95
78984198	1.95
49545990	2.95
54060356	3.95
46805029	3.95
47122905	2.95
74454875	2.95
83067999	1.95
63123569	161.15
42525338	3.95
86867861	24.9
47565246	2.95
24258233	4.95
39514837	37.9
75232486	41.75
28645490	74.85
41822999	3.95
65727960	1.95
63111106	1.95
57649682	504.15
38768353	2.95
44497986	2.95
49179631	2.95
69480490	1.95
82617541	1.95
38245946	2.95
78936490	2.95
53960720	1.95
20804240	4.95
24083667	109.8
8177713	37.9
71516340	146.15
67605107	1.95
26903009	4.95
30307186	4.95
44405430	3.95
48089331	2.95
72073147	38.75
65966219	3.4
51426224	2.95
59081740	3.95
25123865	39.9
81768574	81.55
74558189	41.75
68977912	81.55
20673531	4.95
42984290	3.95
82120928	1.95
53959831	1.95
84122303	2.95
43888562	2.95
56101090	42.75
81754114	36.8
37335791	3.95
30654097	284.55
71452140	1.95
55253047	2.95
50643520	3.95
46554703	37.9
29240868	82.75
33920703	39.9
77117254	41.75
57773790	71.85
75245551	1.95
42704103	72.85
72062580	121.35
40933443	2.95
43550685	212.65
46123503	2.95
45920500	2.95
47112799	72.85
29999443	4.95
87834485	1.95
39974833	2.95
39981701	1
75469841	1.95
51092891	177.7
68543360	2.95
53241439	2.95
25615441	81.55
63431367	81.55
47796475	3.95
40135406	2.95
21644304	39.9
20894864	4.95
63925517	1.95
27587717	95.4
53771926	37.9
44857932	38.9
44012485	2.95
49172407	5.9
68242667	41.75
87910815	2.95
62358980	1.95
63266431	2.95
65877554	42.75
62233157	2.95
75294130	41.75
86984353	1.95
48934552	2.95
79675161	41.75
59116379	1.95
62033671	1.95
32118922	74.85
68959454	41.75
25417989	4.95
19390590	12.9
48359489	5.75
69999410	161.15
63882324	1.95
57113351	2.95
39593362	2.95
26219542	4.95
56228284	3.95
2849953	72.85
51995477	37.9
43130174	2.95
44396301	107.8
41094041	2.95
31378893	4.95
73574742	2.95
58332658	1.95
40722557	2.95
70902188	41.75
57354344	36.9
37737567	73.85
39278088	2.95
63791328	38.75
45935560	37.9
7967975	1.95
58886777	41.75
37521477	3.95
43741764	37.9
55760253	2.95
54145545	2.95
27316068	4.95
48153210	2.95
78930770	2.95
55295519	2.95
43762005	3.95
69570294	41.75
24349712	4.95
36079659	3.95
30326357	4.95
12629175	2.95
23993400	42.31
32233906	38.75
68615431	1.95
23567045	18.29
33154820	144.75
26909706	4.95
68603127	41.75
61007953	1.95
46221002	72.85
45397859	2.95
52542488	72.85
28525412	4.95
68087908	2.95
64458631	1.95
55572226	108.4
51622573	2.95
83503140	1.95
26049707	95.4
34888394	4.95
5509109	1.95
90061049	1.95
52766535	37.9
34955546	144.75
83666105	1.95
74414933	1.95
49083111	3.95
81060994	13.75
86004939	2.95
42648668	2.95
34525489	4.95
25967294	4.95
53397134	2.95
77854773	41.75
74245403	81.55
74972987	1.95
74799078	1.95
54510382	3.95
68167129	41.75
73415062	38.75
68548487	2.95
68738486	2.95
56385760	38.9
20679619	6.08
43820491	2.95
78812883	1.95
52025374	37.9
26704490	74.85
34230513	109.8
66625823	81.55
58580396	3.95
62092200	110.35
85250858	1.95
46823360	2.95
75410843	1.95
25744287	4.95
8839436	39.9
26078296	39.9
49157152	2.95
60323803	3.95
32114767	6.08
52450483	3.95
75562926	1.95
32959822	4.95
37811238	42.56
73996816	146.15
40174022	2.95
49857798	1.95
27960565	39.9
81322697	110.35
65354188	0.5
31460456	1.95
65081072	0.95
39884627	2.95
31026444	4.95
71312998	41.75
44549194	247.6
54417989	2.95
67581805	38.75
27768520	6.08
83222716	1.95
58887597	1.95
10127152	38.75
31230169	39.9
65876484	13.74
72297917	1.95
68447358	38.75
41993037	3.95
47099323	73.85
73645403	2.95
67360937	41.75
59943261	1.95
49883887	632.05
38492828	2.95
51632334	143.75
38747942	2.95
57158163	1.95
48888104	2.95
33315091	4.95
57034173	2.95
70057008	1.95
33570363	4.95
48405721	2.95
79552495	41.75
76773165	161.15
45625223	2.95
29376129	4.95
59433061	1.95
53695086	2.95
41847081	2.95
42872882	142.75
45163374	2.95
77337319	1.95
62433361	1
50352737	37.9
44190305	2.95
61443442	3.95
29541517	12.84
64090721	1.95
40342247	1.95
52881189	2.95
63099990	1.95
80355614	1.95
55623035	2.95
58391611	3.95
89640116	1.95
62841816	37.9
88643315	3.95
70375264	41.75
36541069	73.85
58254270	3.95
48978680	37.9
63713810	81.55
38775225	3.95
86077438	24.9
62009268	41.75
34126345	39.9
45487888	7.9
78407042	1.95
65613110	0.95
85419649	1.95
39568821	38.9
42737285	37.9
41588774	2.95
81076938	1.95
80010288	2.95
86463380	2.95
66462726	41.75
84949183	2.95
38818107	37.9
65530979	1.95
41468825	37.9
87021410	38.75
60985038	1.95
45518286	142.75
65507382	38.75
81807215	1.95
23077886	39.9
68708719	1.95
51756461	2.95
53734800	2.95
33814027	4.95
42974422	72.85
34360446	107.8
80362009	41.75
47847216	2.95
21200174	4.95
79142897	1.95
50081376	3.95
77657324	5.75
73959379	81.55
75720700	1.95
56173693	3.95
38919059	37.9
85228947	81.55
85827354	2.95
88985123	2.95
39846462	2.95
32892487	1
38686890	3.95
42862651	2.95
33194951	39.9
15526392	96.18
60690087	1.95
75522169	2.95
86571711	2.95
23327247	13.97
43228319	2.95
89921803	1.95
74855346	24.9
64216901	1.95
62285578	71.85
46209809	3.95
86261440	2.95
30577824	4.95
71328812	74.55
66258333	1.95
68048616	1.95
72492644	1.95
42436785	37.9
62055342	439.75
74618367	74.55
63532585	2.95
62145711	1.95
42504542	72.85
82718474	82.55
30374698	81.55
40605346	5.9
65914670	1.95
41195956	2.95
67245378	1.95
74604375	161.15
61082901	1.95
46039205	3.95
42185616	2.95
41732460	2.95
70800464	2.95
45263156	3.95
65523998	1.95
85194220	2.95
26101883	4.95
42789151	37.9
37925763	4.95
36302862	3.95
46299935	2.95
45125164	6.9
59903210	1.95
59330408	146.15
27732044	39.9
63366673	1.95
75847606	181.95
81313182	1.95
90349322	1.95
54212238	2.95
63508598	37.9
30750631	4.95
84079082	1.95
88860974	1.95
43156991	2.95
84302330	2.95
57037421	8.95
32412507	4.95
41442724	37.9
22655029	4.95
88075096	2.95
48354529	2.95
87402167	1.95
34073987	178.7
47139225	3.95
84320446	2.95
32617949	74.85
54082743	53.85
50763642	2.95
55708442	37.9
49658697	1.95
2385030	1.95
31793405	4.95
78039250	1.95
26370002	4.95
88975123	1.95
34564040	39.9
87322682	1.95
46163211	177.7
26680676	6.08
27487959	74.85
43391479	73.85
52171564	3.95
27648217	4.95
37240413	3.95
79444537	1.95
37878597	37.9
85535235	1.95
66683862	1.95
56589985	72.85
70745092	2.95
51280825	3.95
28268299	4.95
86845528	2.95
66080055	41.75
54157808	38.75
57821845	3.95
58510519	70.8
84620656	1.95
38798894	2.95
41551356	2.95
25163391	44.41
40524261	2.95
49917958	2.95
40963022	37.9
68210900	109.5
64373998	1.95
45818445	2.95
57444743	2.95
33019556	7.2
36095694	3.95
25009951	4.95
46289876	2.95
45192728	2.95
49010400	3.95
60485822	1.95
22131529	39.9
81696493	41.75
27404361	4.95
31997778	2.95
54059230	2.95
41050635	2.95
78286259	200.95
64608160	1.95
35562500	4.95
25513309	145.88
38569393	352.45
32047559	4.95
30105573	4.95
54810283	107.8
64797327	2.95
44781492	178.7
73789908	38.75
9708437	5.9
34047602	4.95
76421597	2.95
50239433	2.95
87998116	2.95
83190451	1.95
42411174	2.95
44347347	37.9
52186452	2.95
62532219	1.95
5953827	4.95
62304124	1.95
12339571	144.75
26298090	4.95
45297600	37.9
44983817	2.95
70244712	161.15
36025466	38.9
57678028	1.95
13172926	144.75
33799455	8.9
44818748	2.95
38196368	3.95
84873146	1.95
51091439	2.95
22048529	114.75
36296140	3.95
46599567	3.95
23276492	214.65
66640059	240.75
61573477	2.95
56102298	1.95
48706421	2.95
82726031	1.95
32061541	74.85
66762360	200.95
68883492	1.95
74579875	41.75
64391010	1.95
54849478	38.9
57767549	1.95
29659353	4.95
34009008	6.11
54608961	1
86843834	1.95
20763261	4.95
20176742	4.95
24865716	4.95
66417150	1.95
77258064	1.95
85523000	1.95
33072309	74.85
56568036	142.75
82612794	2.95
79365030	1.95
58268614	1.95
76165872	41.75
74411831	1.95
37483220	3.95
65447240	121.35
78523480	1.95
78968100	41.75
80850106	41.75
45997120	2.95
68992626	2.95
39048119	37.9
27381248	4.95
35540949	37.9
45472417	38.9
71410904	1.95
55778726	37.9
44493825	2.95
67608271	38.75
31595223	4.95
42741934	2.95
74384882	2.95
40049123	2.95
38163734	2.95
70882508	1.95
45926981	247.6
68737380	1.95
31634116	4.95
71919927	1.95
13865823	69.9
61485512	41.75
64972323	74.55
26864747	4.95
39590667	1.95
84917863	1.95
16355455	34.95
69814071	121.35
57123627	3.95
58927669	121.35
26310975	109.8
65833284	1.95
35893491	44.85
11220132	144.75
50777277	3.95
86896253	1.95
46913675	2.95
9509383	2.95
57665017	2.95
56901180	49.8
41299599	95.4
64791761	181.95
52856199	1
88261956	1.95
42542447	2.95
56892720	3.95
39629761	2.95
32438154	74.85
40120479	37.9
89340817	1.95
22304814	4.95
26727315	74.85
21769866	4.95
65254969	40.75
69682495	1.95
43670467	25.08
80575862	1
25675441	109.8
63875237	360.95
71525079	1.95
36094311	3.95
52428314	3.95
42205355	3.95
56906089	213.65
46098623	2.95
64062763	1.95
56790171	24.9
44879599	3.95
77992951	41.75
46901278	37.9
56201529	72.85
50017607	37.9
75460872	38.75
44287345	142.75
81698232	42.75
59587446	1.95
51342392	2.95
37686347	3.95
45591803	247.6
84472727	1.95
45809038	2.95
36984675	37.9
35139387	39.9
68421123	41.75
41485895	3.95
47609716	3.95
31967784	2.95
39997041	2.95
62011777	47.85
25201134	39.9
23814231	39.9
28068083	4.95
42734958	2.95
82618406	2.95
34079257	4.95
37354621	3.95
27103744	1.95
83269243	1.95
70520602	93.75
38143905	2.95
43821767	38.9
63076149	1.95
53498245	178.7
39820803	2.95
70180595	41.75
40639993	107.8
63098107	1.95
35954976	41.85
46836306	3.95
65045662	1.95
63527572	161.15
68281875	41.75
15029040	249.6
79225593	42.75
32530153	39.9
19657383	39.9
68358186	1.95
61077927	1.95
52346441	2.95
76676191	1.95
60097448	220.45
50383582	2.95
35415720	74.85
83147199	1
32302673	4.95
60931886	1.95
2697314	78.8
60113856	2.95
27359026	4.95
46476655	2.95
50830813	2.95
40866641	2.95
52362527	107.8
29585344	4.95
41820490	73.85
54762016	2.95
73380391	41.75
38248174	2.95
21579662	329.4
44149190	2.95
46436355	107.8
23187722	40.8
50541598	2.95
23107342	39.9
55040406	2.95
21230734	74.85
27267057	4.95
30058343	4.95
42200715	38.9
70268186	1.95
69032378	2.95
55418422	47.85
34569165	4.95
56923969	2.95
40205705	73.85
49849963	3.95
43355733	2.95
65339415	4.9
66674610	1.95
34192789	4.95
82019093	2.95
44436235	2.95
45407904	3.95
44448712	0.95
63526924	1.95
66824582	1.95
75026682	1.95
33116207	4.95
8278363	3.95
48034922	3.95
50887292	2.95
43675425	142.75
73202522	2.95
49827018	9.68
70863632	81.55
26984352	4.95
54351482	37.9
62227472	1.95
48552035	37.9
80088152	41.75
44682390	142.75
65238940	120.35
33792570	39.9
43350953	2.95
43273955	2.95
65423202	1.95
46838129	2.95
76897457	1.95
27392901	4.95
69747888	41.75
30598957	392.78
32686577	49.53
45179095	2.95
40538191	182.35
47639399	107.8
52413690	37.9
36421398	3.95
52548536	143.75
30641295	2.95
37258603	3.95
20511666	74.85
31569266	9.42
73298403	200.95
30080458	4.95
65749514	40.75
59944951	1.95
70880016	41.75
37392779	249.6
89448081	2.95
35896676	4.95
69779130	2.95
34634336	74.85
9257702	2.95
39369399	2.95
60613334	81.55
38046702	2.95
52061306	107.8
53705986	3.95
27186655	214.65
75258752	2.95
40822337	6.33
42667849	37.9
51053189	3.95
56031972	3.95
67270629	1.95
67247334	2.95
57773086	141.75
25231305	9.95
39564706	37.9
65290975	40.75
44932137	5.9
30074038	109.8
