partyid	lifetime_party_revenue
31053031	4.95
25490411	4.95
46592183	282.55
61030880	1.95
60036401	41.75
44160766	5.9
70458378	1.95
71910882	38.75
77124196	1.95
52753139	37.9
70267598	1.95
40620108	3.95
85923554	41.75
54032228	2.95
76521870	1.95
65611098	0.95
31143722	39.9
47853918	2.95
38984479	2.95
74138658	74.55
79779217	1.95
67674420	4.9
56973200	1.95
54496881	108.8
33364226	4.95
56922221	36.9
49820095	2.95
60855854	38.9
83174971	1.95
66516925	1.95
25619011	4.95
39008918	2.95
40742765	3.95
58419992	41.75
66769958	2.95
55541613	2.95
53612382	3.95
82168400	1.95
50426893	2.95
70292347	1.95
23996645	4.95
51377784	2.95
23921393	4.95
25289751	39.9
69641009	41.75
23195588	4.95
40167607	35.95
87977102	1.95
37774218	3.95
54174433	107.8
68770007	1.95
40175931	3.95
71953994	1.95
87060476	1.95
62613274	1.95
35624614	39.9
69393319	81.55
63605999	1.95
72931934	81.55
67997337	41.75
42311793	95.4
23266157	4.95
37087218	2.95
57331452	1.95
5188700	2.95
3336715	2.95
28743151	4.95
61584527	1
42209994	2.95
48868671	37.9
69076946	1.95
53945014	2.95
63993058	176.7
35200733	6.9
31401402	4.95
48044770	37.9
24572648	4.95
40849238	2.95
48527853	2.95
80583766	2.95
48225093	108.8
44163084	37.9
76799249	2.95
54733541	37.9
71814413	1.95
37176086	38.9
55790766	2.95
37057731	3.95
77564825	2.95
30932697	9.9
36961031	2.95
49910520	2.95
71718792	41.75
49187058	177.7
33976320	4.95
72013104	0
24597999	4.95
62277983	121.35
35634613	3.95
75876404	3.9
65341848	38.75
54466282	1.95
33041179	4.95
28566387	4.95
58878480	1.95
68973563	1.95
72373865	6.69
53721687	142.75
72412467	1.95
68503401	1.95
44861821	2.95
39924892	2.95
24729681	4.95
49470529	37.9
67823383	1.95
56877241	38.9
64591134	1.95
34347753	74.85
60689970	2.95
67353587	1.95
45487098	3.95
69041414	121.35
63764838	24.9
60714061	1.95
61038145	41.75
30949025	4.95
69228867	1
30485898	2.95
87160337	1.95
42745563	2.95
46011110	7.61
48765936	2.95
36594571	74.85
56202715	2.95
29893344	4.95
38245435	2.95
38790429	2.95
75070018	2.95
43831371	37.9
64059977	37.9
49454790	107.8
68028790	41.75
57445494	2.95
46259584	2.95
88975572	2.95
61828311	1.95
63956276	1.95
55571434	3.95
38312697	2.95
47033895	72.85
77361589	41.75
74631445	121.35
20450656	109.8
49172294	5.9
68624166	1.95
62944670	36.9
36420475	108.8
5280183	74.85
40999738	2.95
59071377	141.75
68087224	2.95
48149927	2.95
74441579	38.75
40737813	37.9
74974399	0
44569475	2.95
43567242	2.95
17025645	2.95
21186865	13.97
76377802	1.95
84574921	1.95
51726266	3.95
28492277	39.9
33620734	4.95
25689565	39.9
65285512	0
33523836	4.95
41258240	2.95
32037221	4.95
64998385	1.95
74222590	1.95
24718696	109.8
49769679	38.9
61564927	1.95
72216009	41.75
24927694	4.95
37931576	2.95
46839633	42.75
65109926	0.95
68044251	1.95
57129482	2.95
58005949	1.95
86438495	1.95
67074178	41.75
31359381	37.9
20841680	34.95
45091373	2.95
68001132	1.95
7425996	2.95
35200330	4.95
26906852	4.95
37953985	3.95
39983736	2.95
66788803	41.75
33056813	39.9
55851526	2.95
72114474	2.95
61842740	2.95
15387755	2.95
63515991	36.9
40352845	72.85
85026307	1.95
25405210	4.95
73591281	38.75
74789847	81.55
19694813	1.95
25891665	39.9
53457917	70.9
47112010	3.95
29589388	49.85
79245826	2.95
50811160	2.95
25245951	4.95
63602779	1.95
29683912	4.95
37901521	3.95
40236978	3.95
31224144	3.95
57702773	1.95
76805340	161.15
46181078	14.95
43632626	325.15
25957502	4.95
69758235	1.95
36809238	1.95
78307563	1.95
40853139	38.9
42361722	2.95
72587391	1.95
87393369	2.95
53305176	2.95
77818772	1.95
69148648	81.55
25238571	564.15
80056023	1.95
63696053	74.55
58424219	1.95
68819498	2.95
88118914	1.95
26335426	39.9
84419864	41.75
38546184	2.95
66657911	41.75
40173412	3.95
36487659	3.95
89032980	1.95
74322370	1.95
85821439	1.95
74289103	3.9
33757980	42.23
55315761	2.95
74222483	41.75
11423036	1.95
65165269	24.9
13943435	69.9
45048739	2.95
69264129	2.95
43568257	38.9
83063949	41.75
89117271	1.95
58611367	38.9
42499363	107.8
55748274	2.95
42749818	37.9
71512697	146.15
32747718	249.6
81311876	121.35
63711337	1.95
50033877	37.9
30023326	74.85
24151407	4.95
81168080	2.95
41071721	3.95
67773069	2.95
24490197	4.95
23832978	83
21242440	4.95
46587196	37.9
45604598	37.9
29276569	4.95
23052784	4.95
78190605	2.95
45425195	2.95
78493738	1.95
21521367	74.85
35809027	3.95
81408194	41.75
66791303	1.95
42998370	51.72
54875455	36.9
72234797	74.55
52716120	3.95
27740762	4.95
38361622	2.95
41073020	2.95
54405534	2.95
76382748	1.95
62657688	1.95
80632716	1.95
38260241	73.85
35098368	11.9
62042962	2.95
72995229	38.75
69342247	1.95
41623872	2.95
46807297	2.95
13723552	2.95
81708542	164.1
50940813	2.95
82760493	1.95
69424667	121.35
32038364	77.18
73319426	38.75
46791984	38.9
46973364	2.95
76646967	37.9
67009415	1.95
67117226	41.75
47165342	2.95
73970596	4.75
41431934	3.95
43338317	37.9
62211805	1.95
79582752	1.95
20448838	39.9
28131118	326.39
49963136	2.95
24673789	4.95
85388503	1.95
50949813	2.95
27089865	109.8
51328389	3.95
43272441	2.95
65163680	2.95
16970427	4.95
55927127	2.95
34843001	7.9
66733297	2.95
56689927	2.95
51257899	2.95
81738099	2.95
57181522	2.95
76938752	3.9
25968625	74.85
87923194	1.95
79638985	1.95
81187756	2.95
77796268	121.35
43260890	41.85
34094072	4.95
72314753	1.95
3647332	108.8
25228096	160.15
42202577	2.95
81869707	110.35
63439887	1.95
48868100	3.95
31724371	4.95
59138589	106.8
44828861	2.95
67272683	1.95
23915927	4.95
33799769	4.95
33598839	4.95
66132571	0.95
45495639	2.95
30166688	39.9
67397505	74.55
69132521	1.95
78023742	2.95
47045879	2.95
59380626	1.95
44212260	40.85
25358178	4.95
41687622	2.95
60600541	41.75
11034387	39.9
62379589	81.55
63124482	25.22
61299602	1.95
80399165	43.55
46088313	2.95
65759999	40.75
23146987	4.95
59877300	156.3
76054754	54.75
57902575	73.85
78254493	1.95
27113454	4.95
67590323	38.75
42710756	5.08
49100059	42.75
82008689	1.95
28947352	4.95
35464207	4.95
90836520	1.95
44314621	2.95
82824275	1.95
85198314	41.75
49843486	39.85
27703633	4.95
40722716	2.95
56256473	3.95
501424	4.95
84718996	1.95
77318798	1
81011610	1.95
41614632	3.95
25831834	4.95
49397830	37.9
7823308	3.95
55254939	2.95
17013084	14.85
65357349	2.95
24118505	4.95
48700510	3.95
37701655	2.95
48506928	2.95
77670430	1.95
63898158	1.95
41547993	2.95
25620803	144.75
44249022	143.75
53770006	2.95
74788501	2.95
29020561	7.28
68745242	2.95
59233352	3.95
42245841	2.95
47507500	2.95
83328973	2.95
44055547	37.9
20533461	4.08
32138353	39.9
32198834	4.95
32728041	4.95
65607482	21.75
47223870	2.95
36049637	38.9
46900885	3.95
66313187	0.95
24248772	4.95
30002706	4.95
68207387	2.95
47592904	2.95
60109954	1.95
40905838	2.95
86567175	1.95
65342023	0.95
41244182	2.95
85891061	2.95
70262721	2.95
32328140	4.95
34586732	39.9
28067507	38.75
73654173	2.95
35340976	4.95
47100035	2.95
52567262	2.95
18099737	107.8
74117543	2.95
71741648	38.75
75385561	1.95
70877603	1.95
47927199	2.95
26408028	39.9
42035190	37.9
47713262	2.95
13240155	669
88715426	42.75
82812004	1.95
65197106	1.95
50512502	37.9
30524252	4.95
39256781	2.95
75000507	2.95
39620390	70
74642574	1.95
29972722	2.95
48532918	72.85
18519927	5.9
66792411	1.95
47394685	37.9
31008102	4.95
39867420	2.95
83924444	41.75
87045650	2.95
59010903	1.95
61844876	1.95
52236510	2.95
42048992	37.9
83100626	70.8
50064697	37.9
32151157	4.95
71288425	2.95
66273425	1.95
49205014	2.95
42998911	3.95
26990914	39.9
67638075	1.95
50078960	40.85
86189940	2.95
50234769	2.95
41182328	2.95
28078647	3.95
79183364	1.95
76422058	1.95
30977539	4.95
37105310	3.95
55316313	37.9
36539514	3.95
39938097	3.95
44531150	2.95
26107108	4.95
64562704	2.95
31637487	4.95
48397981	38.9
54002744	2.95
70717590	1.95
48803070	2.95
72796684	1.95
6215977	2.95
41912565	107.8
30356039	4.95
49329392	75.8
90257266	1.95
18719640	144.75
26035674	1.95
44909745	2.95
74913697	1.95
26184584	4.95
68894303	4.75
34336567	179.7
43282416	3.95
89120539	2.95
28925068	4.95
27825649	4.95
54956030	1.95
47494972	41.85
32056793	4.95
21996410	319.5
32387903	2.95
67582640	1.95
26547476	39.9
44054952	2.95
32071075	4.95
89441384	1.95
49738281	38.9
72009933	81.55
48682411	2.95
57202886	1.95
74871057	38.75
38051426	3.95
24177945	39.9
58149589	1.95
42198406	1
48040398	3.95
66192707	1.95
51116900	2.95
44105792	72.85
59892524	3.95
18984819	39.9
47544788	37.9
48623330	2.95
76099565	41.75
26930837	4.95
21083373	113.75
38049581	73.85
25695242	4.95
70280398	1.95
41236123	2.95
39517251	2.95
39956247	2.95
62561582	3.9
28144455	39.9
61759159	1.95
67868563	1.95
81548976	1.95
81631396	2.95
76140702	146.15
41105476	2.95
31668201	4.95
28450367	2.95
56754100	4.95
47931815	3.95
26268336	1.95
21319788	2.95
79309278	2.95
47322190	2.95
21345174	1.95
46628066	2.95
48955358	37.9
74438994	81.55
21367600	144.75
53382044	3.95
37854685	2.95
79329580	1.95
44676412	2.95
24726662	4.95
65606245	41.75
64683416	360.95
22290764	4.95
18619082	34.95
72066988	38.75
71370844	1.95
82983251	2.95
31283831	4.95
31935777	109.8
21744539	2.95
44071190	2.95
30584198	4.95
51375183	38.9
44419988	2.95
68214465	81.55
25849015	2.95
54236064	2.95
81651729	1.95
32454324	6.33
32756172	409.59
82188061	2.95
43767600	2.95
66095589	37.9
22785662	4.95
48111763	2.95
86678378	38.75
77507892	41.75
86054204	1.95
68318251	1.95
56138740	143.75
45264523	3.95
41823100	2.95
18341821	4.95
13870879	4.95
33592660	4.95
37812487	38.9
85400632	1.95
13117504	37.9
81528706	1.95
69042049	41.75
73173654	38.75
50741182	2.95
52056000	41.75
44446374	2.95
65674648	319.35
76407320	38.75
36825508	3.95
56173626	2.95
69428067	181.95
51214497	3.95
45991372	37.9
30483011	2.95
57386139	1.95
39037999	5.2
33578465	4.95
78386021	2.95
26293235	4.95
64309077	1.95
77787592	41.75
20493823	4.95
25013032	4.95
16756700	174.75
74676106	1.95
22075055	41.75
66631107	41.85
4818326	4.95
37241213	38.9
50530117	2.95
56839763	38.9
85273859	2.95
51380804	2.95
73889874	2.95
63576684	1.95
64035654	2.95
46858613	2.95
54586661	2.95
72054710	121.35
53129444	38.9
42771393	1.95
63001508	41.75
68785325	1.95
50951963	37.9
28110236	4.95
72064236	3.9
60260829	1.95
41775533	3.95
42445895	2.95
28348991	7.2
53615745	95.4
44554580	37.9
81213992	41.75
70012073	41.75
38373932	72.85
38473615	95.4
38444845	2.95
34896306	4.95
67862196	38.75
29668690	4.95
89490198	1.95
23676634	4.95
29800452	4.95
26921167	39.9
34693983	4.95
52771589	72.85
53795452	2.95
33280671	4.95
46664041	2.95
22952043	4.95
87210787	1.95
30647328	4.95
60491192	1.95
81099247	1.95
63906995	1.95
70146700	83.55
29591579	4.95
28569334	4.95
70980811	81.55
42364905	37.9
45634772	5.9
61835526	1.95
31672736	4.95
39887985	37.9
63124158	1.95
74212744	41.75
42945558	2.95
71581201	161.15
72730956	1.95
50081862	3.95
54999860	6.9
74730004	9.06
87906816	1.95
52366015	37.9
60306500	1.95
80342045	1.95
63092526	107.8
22623603	4.95
49724663	2.95
46359873	3.95
37181808	3.95
43528043	38.9
65180442	2.95
41633995	2.95
85151382	74.55
28775042	4.95
76828090	1.95
78835498	2.95
59418112	3.95
83230148	1.95
64334578	1.95
25894369	74.85
65759560	40.75
41729730	2.95
41153929	2.95
87897720	2.95
44756393	352.45
51040830	2.95
38631201	2.95
21093790	39.9
5985267	1.95
70540876	38.75
59968849	1.95
63553226	1.95
78786314	121.35
55978670	3.95
66180128	81.55
75413732	2.95
32182343	4.95
68664317	41.75
30239222	4.95
68584787	320.35
77353133	1.95
81880396	1.95
12677080	4.95
22571042	9.46
45872850	2.95
63722578	41.75
41482939	2.95
67935160	1.95
70519425	1.95
30929500	0.95
55920395	2.95
82328274	42.75
77078546	2.95
43404022	2.95
18959682	39.9
31487913	4.95
29004230	22.85
42232241	3.95
43187701	2.95
51622280	38.9
82640719	41.75
39392775	2.95
54013436	2.95
82867895	82.55
22938254	9.9
42381192	3.95
42452772	2.95
85961130	1.95
68888728	38.75
43382438	2.95
46832655	37.9
79567537	110.35
54812701	247.6
63423324	1.95
57238033	3.95
84718435	1.95
64499358	38.75
47172006	2.95
54993186	2.95
47919185	37.9
22728053	4.95
58174050	3.95
30396449	74.85
74762611	1.95
77226185	1.95
40263967	2.95
65887670	200.95
75469687	1.95
48226534	2.95
44446996	72.85
49814484	2.95
38147572	2.95
83690196	1.95
76416419	2.95
32797123	179.7
34013563	249.6
45038914	2.95
43190179	2.95
48540398	107.8
32257323	4.95
82232603	1.95
31072246	4.95
67780887	1
34172785	39.9
51718198	37.9
41735563	38.9
60944657	1.95
83751343	41.75
46385460	4.08
68991269	1.95
23606006	4.95
22662415	2.95
70432580	4.95
57431162	2.95
63231684	2.95
66654377	1.95
48719026	2.95
33842102	4.95
88048184	1.95
46042999	41.85
26642043	41.55
60853788	1.95
81827055	1.95
57866586	143.75
63076620	1.95
21675917	41.75
84664278	1.95
30194536	4.95
30366126	39.9
32030087	1.95
50842689	3.95
82435956	1.95
50379958	562.15
42930778	2.95
59446265	4.6
28229748	4.95
51107624	5.9
52599261	2.95
82881674	1.95
20402795	0
53100023	107.8
41819896	3.95
40383294	4.95
72929463	1.95
61733215	37.9
88721863	1.95
44744404	2.95
54304046	2.95
51873304	2.95
47633043	2.95
26738356	4.95
44418655	2.95
37295878	2.95
51996061	2.95
45004858	38.9
68509021	6.75
74559233	41.75
25189094	42.15
64089709	38.75
61670759	1.95
26295011	4.95
6721096	2.95
44877552	37.9
48724849	3.95
62197947	1.95
86876130	1.95
24915205	39.9
77072086	1.95
32989515	39.9
54281589	38.9
69476800	41.75
50648533	38.9
53759212	2.95
36329630	3.95
34962151	109.8
48471585	2.95
54792446	3.95
33506895	74.85
31397049	4.95
47448946	2.95
61628600	1.95
76684259	41.75
71657785	41.75
46835827	3.95
80970294	2.95
60244319	1.95
27771253	4.95
7410913	81.55
61846343	1.95
81588306	2.95
68183556	1.95
37433085	3.95
48605950	2.95
46261215	37.9
30965702	4.95
30973159	4.95
83232213	2.95
65227501	1.95
67698431	9.06
33115022	4.95
76165656	1.95
46886406	2.95
61817654	2.95
80360204	41.75
26263500	2.95
48278059	2.95
25670582	4.95
22500657	2.95
36873279	3.95
80188998	1.95
54796630	1
45333320	72.85
38544414	1
28935292	4.95
61046228	1.95
53609334	73.85
21028446	4.95
64152850	40.8
19117775	37.9
40680795	38.9
60109847	38.75
85373246	1.95
39170465	95.4
24536460	4.95
70939925	40.8
49753473	72.85
69605203	1.95
16252132	144.75
68444902	1.95
87334803	1.95
30358695	39.9
79645312	2.95
75283579	47.44
32718727	39.9
85167151	1.95
34547745	179.7
65807550	0.95
28505160	4.95
46461469	2.95
52698194	2.95
48202535	38.9
57982709	3.95
74222556	1.95
62147525	1.95
53343085	74.55
51013116	38.9
31945427	39.9
69643753	2.95
34542607	4.95
59027853	3.95
32406027	4.95
80583900	38.75
42126069	7.46
84838736	1.95
54974432	37.9
57251996	1.95
83281948	1.95
57973808	1.95
87876353	2.95
34715243	4.95
69379058	280.55
79160399	1.95
88597148	1.95
64275902	43.7
35771721	73.85
29419334	4.95
26350331	8.2
77820924	2.95
27465019	2.95
30584316	4.95
57105753	1.95
45528801	38.9
44003847	3.95
67775183	2.95
59729624	121.35
41470240	3.95
79927049	81.55
64309106	1
31655869	214.65
28734043	4.95
64447072	36.9
29513067	4.95
38151279	6.33
86686289	1.95
82443399	42.75
44437826	5.9
57056930	38.9
35294416	3.95
42193974	2.95
25462355	4.95
70239265	121.35
86026435	2.95
72077259	2.95
5155777	1.95
35278672	4.95
86283600	1.95
33021284	4.95
70003436	1.95
48202970	142.75
55946320	3.95
32026597	4.95
63147178	24.9
49511732	37.9
82061964	1.95
23941698	389.4
15784961	2.95
25664714	4.95
61567778	3.95
80345703	1.95
75359883	1.95
58630768	1.95
25822054	4.95
60893912	1.95
41665544	37.9
24517487	2.95
36256967	3.95
25105561	4.95
75386756	110.35
40262600	107.8
72008144	41.75
87382866	1.95
83422838	2.95
57205864	1.95
74026661	2.95
63898486	360.15
57194913	1.95
70957096	41.75
48169317	3.95
68388582	1.95
39271202	37.9
60800865	1.95
66059543	1.95
61008188	41.75
31203022	74.85
67616154	1.95
36855852	3.95
40160022	37.9
48089458	3.95
30241735	4.95
62640150	1.95
71449407	3.3
49264735	3.95
31498160	4.95
66702693	1.95
88814786	9.06
43122016	11.9
55324926	2.95
76080122	161.15
21029522	4.95
43187296	2.95
13308412	40.8
66993558	1.95
61778139	2.95
61584741	1.95
83389490	1.95
85698068	2.95
21095958	39.9
66044081	247.6
69878571	1.95
22204807	39.9
28667161	39.9
52683592	12.9
34799041	4.95
8173341	37.9
65844928	1.95
83253553	2.95
28860022	74.85
32330222	4.95
53306539	73.85
44599657	5.2
37798975	2.95
1102483	72.85
42436909	7.46
24238521	4.95
27316814	109.8
28242434	4.95
81347384	95.4
44983342	2.95
78641420	121.35
35000874	109.8
62634314	1.95
42660653	2.95
86574543	1
72645315	1
50693472	37.9
34338689	9.9
39765355	108.8
72336199	1.95
82606789	2.95
89815981	1.95
82159324	2.95
62116965	2.95
76785605	2.95
78072405	1.95
38869619	2.95
82302342	41.75
52771892	2.95
70957852	1.95
84863899	1.95
85918713	41.75
72219566	41.75
30969546	4.95
51088052	38.75
45599241	37.9
85277701	1.95
22347953	4.95
51919084	2.95
68485797	41.75
26025029	4.95
67651792	38.75
64266196	1
67430979	1.95
74996215	1.95
48710098	2.95
52718484	3.95
71389609	1.95
81229883	2.95
45240525	107.8
57674678	2.95
46184093	37.9
81115519	1.95
30085959	354.45
70867808	121.35
74421783	1.95
39032989	2.95
63690018	1.95
53568579	2.95
46632351	2.95
75908513	2.95
69905245	81.55
75670081	95.4
41597140	2.95
63105065	74.55
42782753	72.85
63611829	41.75
73892188	1.95
36574595	4.95
65406714	0.95
68068037	1.95
84417265	42.75
82203052	121.35
45584126	3.95
69095864	38.75
34950794	2.95
28162616	4.95
68039081	1.95
74103114	9.79
26083655	39.9
69584427	2.95
63598071	41.75
48687717	3.95
76436569	1.95
34922427	74.85
56575896	2.95
80686793	1.95
21954542	4.95
66897902	1.95
45725508	212.65
16210409	38.75
62859783	2.95
31001617	109.8
33030797	4.95
72408564	2.95
52676776	81.55
65185394	2.95
27165686	7.9
61508201	1.95
70801168	1.95
36992957	3.95
71324189	1.95
47858173	37.9
41295104	2.95
42627834	2.95
76054514	2.95
26911516	179.7
46792303	2.95
59168879	71.85
46465691	2.95
52581191	37.9
49592980	2.95
37206730	1.95
73493696	2.95
46025223	178.7
37151338	2.95
65894191	0.95
26626582	39.9
50296822	3.95
70137689	81.55
45066698	2.95
50971993	2.95
81622318	82.55
73824906	1
45734313	2.95
83309457	2.95
14641382	107.8
55798588	2.95
30355542	112.29
41554687	284.5
52001953	2.95
47305192	2.95
32049894	4.95
74262935	2.95
37373587	3.95
25982306	4.95
62607298	41.75
75088050	1.95
47576916	2.95
33909328	78.8
54931309	3.95
39668178	37.9
68089326	2.95
57144927	38.9
35953616	38.9
53842989	2.95
72266670	2.95
82160847	1.95
25664632	4.95
34724688	121.35
32219602	109.8
75505619	2.95
23267309	39.9
70426256	1.95
24991489	79.04
70416002	1.95
57077305	36.9
4319373	2.95
31787521	4.95
34869999	39.9
68450818	2.95
49008908	95.4
57240999	3.95
64186919	1.95
62083497	41.75
67438171	161.15
39920364	38.9
27128587	4.95
27928949	4.95
33179628	4.95
83240127	1.95
72724937	38.75
4456224	1.95
66142102	1.95
45044170	3.95
66888979	2.95
38435573	2.95
43680477	37.9
36968013	3.95
29762385	39.9
24918841	4.95
36875990	3.95
57998483	1.95
77544992	41.75
42718518	3.95
84264080	1.95
54468502	108.8
50564077	37.9
35253800	42.23
87269754	1.95
42697513	2.95
51657182	2.95
76511847	1.95
45622507	37.9
89156854	2.95
85898913	41.75
34758500	4.95
75237304	1.95
59914432	81.55
72323525	110.35
64386084	1.95
59059469	3.95
21746182	284.55
36222133	73.85
31633919	4.95
85482657	1.95
35795979	3.95
66605727	2.95
28206369	2.95
69320323	1.95
26015929	4.95
80791722	6.75
79270309	2.95
69856978	2.95
34182167	4.95
84230625	2.95
48289217	9.23
12497122	5.9
44789026	2.95
39230718	2.95
53897416	2.95
30480118	74.85
62539038	1.95
64298513	1.95
28720588	144.75
13149665	4.95
59562592	84.5
70127048	1.95
64715156	2.95
64138835	1.95
38865322	142.75
79640465	1.95
80037106	1.95
63305948	74.55
59593075	3.9
44052718	212.65
56366395	1.95
32741150	4.95
47623988	2.95
70641162	1.95
73860537	41.75
26830666	4.95
41475721	3.95
39779792	37.9
51845254	3.95
20880975	4.95
42145110	72.85
66181821	1.95
42385755	7.9
68853738	1.95
46662044	2.95
36095960	3.95
50240238	2.95
49813398	41.85
74769123	38.75
62902578	1.95
75396433	1.95
85519631	1.95
30997722	4.95
47717973	37.9
26579678	39.9
88648030	1.95
26614124	4.95
71740067	2.95
48012567	2.95
24680385	144.75
53508023	2.95
90066619	1.95
20155212	74.85
37606593	3.95
88936802	2.95
24610595	4.95
77068064	1.95
46949838	247.6
52564400	37.9
45550689	2.95
48162178	2.95
12250905	2.95
62259034	1.95
73778743	41.75
62202994	0
40288934	2.95
62117136	1.95
77663415	1.95
59223294	1.95
64227320	40.75
15811781	354.45
25889534	2.95
76539637	1.95
81500007	2.95
86000061	2.95
23794603	39.9
80385242	2.95
75430200	41.75
76979758	1.95
40881755	2.95
73396886	1.95
21615643	37.9
74053146	41.75
30205720	4.95
69176327	41.75
66481652	240.75
67265918	4.6
69556661	1.95
62906441	37.9
27716042	4.95
89526729	1.95
44132068	37.9
79893656	2.95
27198655	1.95
87044314	1.95
62122809	1.95
88897730	2.95
42886277	2.95
45087316	247.6
82786165	81.55
41462958	2.95
24202187	4.95
54381212	2.95
58973174	1.95
68702069	240.75
43553230	3.95
43655181	72.85
48220545	37.9
30819238	74.85
28750100	4.95
57882318	180.65
49612412	2.95
71040755	1.95
14421670	38.9
42939378	146.15
53166343	3.95
55370140	2.95
85919854	1.95
52030743	37.9
22317198	4.95
54861472	3.95
39370747	2.95
34422919	1.95
46931157	37.9
32592631	74.85
76371625	41.75
59594181	3.95
38224477	37.9
49088897	0.5
76467761	1.95
40854684	2.95
46920919	2.95
37279822	3.95
58800333	1.95
29780722	38.9
38795449	3.95
82051691	1.95
45065283	3.95
67533442	1.95
56725767	71.85
24751472	37.9
53069540	2.95
79890233	1.95
74877804	2.95
28882829	39.9
52367162	38.9
71976349	41.75
51946120	72.85
40118243	2.95
17090168	143.75
58297759	71.85
43889359	2.95
34160578	74.85
81577618	2.95
78659368	41.75
61513489	6.75
8398654	2.95
71564288	1.95
30615176	4.95
43380614	3.95
85710044	2.95
71245007	121.35
49278507	107.8
49613976	73.85
48151138	2.95
57896464	3.95
54248294	73.7
84121070	1.95
71761588	121.35
32220909	39.9
46656568	2.95
46268548	3.95
41630918	38.9
62137754	41.75
61545542	1.95
61744734	162.6
43204063	2.95
86270177	1.95
37640551	38.9
64664545	1.95
41208741	142.75
35180004	284.55
64999729	2.95
59267497	1.95
44719151	72.85
63692016	35.95
82418444	1.95
70862725	1.95
31195034	634.05
44407389	2.95
54660083	2.95
26902234	4.95
48262493	387.4
76233012	2.95
77314775	4.9
51399486	37.9
46399069	72.85
75185643	1.95
65506224	0.5
73883570	2.95
24197843	4.95
51501112	2.95
55942414	35.95
27038886	4.95
77624602	1.95
76122748	2.95
31238291	2.95
21424599	39.9
24430036	4.95
75822257	1.95
20178845	2.95
83982018	1.95
53878136	1.95
24029211	4.95
65588407	2.95
51689612	3.95
66104001	38.75
31978147	9.46
39710124	37.9
88623211	1.95
83328875	1.95
85605969	41.75
26139851	4.95
39999675	3.95
42133900	2.95
51820077	2.95
50102705	2.95
61212746	81.55
63295030	1.95
55600797	38.9
45136769	2.95
15220300	4.95
38232437	2.95
18696509	214.65
80443162	2.95
57411662	2.95
67028082	1.95
20273438	1.95
77821180	1.95
44613090	2.95
47876615	37.9
75730922	1.95
30698635	39.9
35822841	8.9
78263206	1.95
46345196	38.9
87195684	1.95
74343377	1.95
36483167	38.9
85161152	1.95
78240759	1.95
70060679	1.95
86103190	1.95
37869713	43.85
30433060	4.95
37441192	2.95
26551120	214.65
47282178	387.4
84352909	1.95
44954973	37.9
38666205	95.4
54649541	2.95
61567627	1.95
48244982	2.95
26427704	1.95
71062107	1.95
86156672	1.95
58040653	71.85
56046820	3.95
45947011	2.95
82973592	2.95
57769091	108.8
61772651	7.95
59109911	106.8
32206775	4.95
26570949	109.8
28852689	4.95
63764989	41.75
84959863	24.9
45133296	37.9
75678450	74.55
14414575	4.95
36400787	3.95
85724247	1
31053484	4.95
38262747	37.9
27663670	1
77999414	1.95
68925307	280.55
31928165	18.48
27136586	6.08
66162514	38.75
86545702	74.55
51164339	2.95
59099139	1.95
44652222	37.9
36961913	3.95
84346779	41.75
65961162	0.95
71007572	1.95
64788718	1.95
22660466	4.95
75565087	2.95
65152126	1.95
45638175	177.7
51528964	37.9
30473939	39.9
44187929	2.95
40228620	3.95
74715667	38.75
26832937	4.95
55773001	42.33
87684187	1.95
15188049	1.95
72762605	34.95
47366597	2.95
21676209	4.95
38573002	107.8
70927910	95.4
43713295	2.95
77955561	1.95
62692708	1.95
57783216	1
66853678	360.95
60740801	41.75
41488255	107.8
36278043	3.95
54915129	3.95
84650802	1.95
3900031	2.95
16712003	179.7
70043475	121.35
45042772	143.75
41041719	3.95
42636421	3.95
77783859	1.95
20882801	4.95
20197251	3.95
37294065	108.8
28609184	39.9
53190359	73.85
27397466	39.9
24799333	78.51
76210257	1.95
58439219	3.95
53799155	2.95
49021867	2.95
46200672	53.7
36642364	39.9
40978356	2.95
48642556	2.95
49009052	73.85
87262056	1.95
83762051	41.75
75387483	38.75
79072618	2.95
26383994	4.95
29726542	4.95
76373823	38.75
78406519	2.95
22341581	74.85
84364903	1.95
54424365	2.95
72750839	1.95
6915928	213.65
35740243	38.9
86259932	2.95
49981855	3.95
66192698	0.95
31419475	4.95
79657996	1.95
69790862	41.75
24081626	4.95
75191239	41.75
31963300	8.46
43744518	39.03
21194754	109.8
35763917	39.9
90737600	2.95
16113985	2.95
78506636	1.95
61777894	1.95
75863729	1.95
63049796	1.95
85255701	74.55
43999422	2.95
55262928	24.9
60128527	1.95
29254842	4.95
50679175	72.85
51785237	3.95
37669496	3.95
62873332	2.95
87658159	41.75
40364635	2.95
24518921	4.95
68103667	74.55
37321768	38.9
57946380	1.95
44141579	2.95
26369733	4.95
31426800	4.95
85638686	2.95
37531827	3.95
87662604	2.95
87856970	2.95
33529747	74.85
39686974	2.95
50799370	2.95
21830825	4.95
50504753	2.95
54614047	3.95
60804856	43.7
42767736	38.9
67741396	1.95
85622126	2.95
63921386	36.9
51736971	2.95
60667609	41.75
4844635	2.95
45972075	212.65
53562727	2.95
59981137	1.95
44664459	2.95
61575197	1.95
47222945	42.56
45259898	37.9
46536103	2.95
87853290	1.95
32086824	4.95
50813570	2.95
